AGN,Z,n,R,NH,U,H1_4861.36A,O3_5007.00A,H1_6562.85A,N2_6584.00A,O1_6300.00A,S2_6720.00A,NE5_3345.99A,NE5_3426.03A,FE11_7891.87A,S12_7610.59A,FE7_5720.71A,FE7_5720.22A,FE7_6086.97A,S8_9914.00A,AL5_2.90450m,AL6_3.65932m,AL6_9.11329m,AL8_5.82933m,AL8_3.69722m,AL9_2.04444m,AR3_8.98898m,AR3_21.8253m,AR3_6.36676m,AR5_13.0985m,AR5_7.89971m,AR5_4.92778m,AR6_4.52800m,CA4_3.20610m,CA5_4.15739m,CA5_11.4792m,CA8_2.32117m,CL4_20.3197m,CL4_11.7629m,CL4_7.45009m,CL5_6.70733m,FE4_2.83562m,FE4_2.86447m,FE4_2.80554m,FE4_2.71569m,FE4_2.77325m,FE4_2.71341m,FE4_1.54429m,FE4_1.54122m,FE4_1.66239m,FE4_2.77563m,FE4_2.12139m,FE4_1.11332m,FE4_1.07611m,FE4_1.50700m,FE4_1.90740m,FE4_2.18716m,FE4_1.07749m,FE4_2.83081m,FE4_3.16981m,FE4_3.80820m,FE4_3.03352m,FE4_1.54322m,FE4_7.40704m,FE4_2.90821m,FE4_2.08829m,FE4_1.50629m,FE4_5.39606m,FE4_1.27087m,FE4_4.72617m,FE4_3.58762m,FE4_3.58878m,FE4_2.97281m,FE4_3.38592m,FE4_8.15106m,FE4_2.90104m,FE4_2.83329m,FE4_3.39109m,FE4_3.21932m,FE5_25.9131m,FE5_20.8407m,FE5_2.04669m,FE5_3.36066m,FE5_3.27093m,FE5_1.91721m,FE5_3.15073m,FE5_1.92100m,FE5_2.03959m,FE5_2.89265m,FE5_6.68535m,FE5_1.04005m,FE5_3.02517m,FE5_1.03533m,FE5_2.03151m,FE5_1.02599m,FE5_1.02140m,FE5_4.89702m,FE5_10.8962m,FE5_5.23472m,FE5_1.00817m,FE5_3.51633m,FE5_1.81848m,FE5_1.03480m,FE5_1.47688m,FE5_1.06742m,FE5_1.62393m,FE5_1.40642m,FE5_5.71894m,FE6_19.5527m,FE6_14.7670m,FE6_12.3074m,FE6_1.34929m
60,0.1,300,19.1,22,88.83,0.020509,9.5957E-12,0.067723,8.3253E-15,2.133E-16,0,1.2423E-07,3.5018E-07,3.3845E-06,0.045438,5.3155E-11,0,8.0801E-11,2.5147E-07,7.5614E-14,5.2378E-11,4.5365E-12,1.4605E-07,9.3794E-08,4.1525E-06,0,0,0,1.0531E-14,4.2466E-15,3.319E-19,6.0869E-13,0,0,0,4.9828E-13,0,0,0,5.3955E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2989E-17,4.5045E-17,2.3812E-17,1.4645E-17,1.2092E-17,1.544E-17,8.5114E-18,6.327E-18,6.0241E-18,3.8075E-18,4.453E-19,1.5519E-18,2.505E-19,7.433E-19,2.451E-19,7.005E-19,5.484E-19,1.127E-19,8.58E-20,6.26E-20,3.169E-19,7.07E-20,1.319E-19,4.099E-19,1.488E-19,3.56E-19,8.43E-20,5.62E-20,1.51E-20,1.1965E-13,7.5431E-14,3.8481E-14,7.1269E-14
60,0.1,300,19.1,23,88.83,0.039554,0.050517,0.20399,0.0077322,0.0071378,0.019922,0.002243,0.0066892,0.00046333,0.022257,0.000088378,5.07E-20,0.00015007,0.0056372,0.00001814,0.00013378,9.0944E-06,0.000095517,0.000044613,0.00032996,0.0017884,0.00017125,3.3354E-07,0.004489,0.0030619,2.4036E-07,0.0060853,1.4896E-07,3.547E-07,2.3311E-08,1.3269E-06,0.0001211,0.000095249,6.076E-09,6.2874E-07,0.000020879,8.7461E-06,5.3898E-06,4.5659E-06,2.8758E-06,0.000001345,5.9626E-07,4.8559E-07,7.2616E-07,4.2404E-07,7.2012E-07,4.8828E-07,3.5241E-07,1.6956E-07,3.3384E-07,2.978E-07,1.9128E-07,1.3769E-07,1.7598E-07,1.2545E-07,1.2168E-07,6.0097E-08,1.061E-07,8.1931E-08,6.4797E-08,2.6939E-08,4.6202E-08,4.2596E-08,4.2483E-08,3.979E-08,2.4025E-08,1.1104E-08,4.2733E-09,3.6882E-09,2.1233E-09,9.075E-10,7.4388E-10,2.0865E-10,0.000061751,0.000037508,6.3314E-06,5.4966E-06,4.4756E-06,3.6278E-06,2.8992E-06,1.0338E-06,1.0392E-06,8.5506E-07,2.2171E-07,1.5269E-07,8.3267E-08,8.1645E-08,6.0814E-08,6.7837E-08,5.9289E-08,5.0172E-08,3.5361E-08,3.1316E-08,3.1444E-08,2.7109E-08,2.0493E-08,3.0193E-08,2.1483E-08,2.7284E-08,1.3423E-08,8.8894E-09,6.9818E-09,0.00037072,0.00028512,0.00013825,0.000043826
80,1,300,21.6,20,0.0009817,0.0070341,0.05109,0.020131,0.011819,0.00036332,0.011421,2.8235E-06,7.9282E-06,0,0,1.2942E-08,0,1.9448E-08,1.7826E-10,5.1508E-07,3.7345E-08,3.213E-09,2.5791E-15,1.0099E-15,0,0.0019998,0.00013717,2.4695E-07,0.000063773,0.00003781,2.9533E-09,6.8931E-06,5.5209E-08,5.444E-09,3.8928E-10,3.12E-12,0.000020031,0.000017111,8.8902E-10,2.1436E-10,1.5604E-06,7.1604E-07,4.4777E-07,3.5293E-07,2.1698E-07,1.0304E-07,8.0676E-08,6.5954E-08,2.2396E-08,3.22E-08,1.7104E-08,3.069E-08,2.3712E-08,2.3684E-08,8.8531E-09,6.8683E-09,1.2814E-08,1.0235E-08,4.3804E-09,3.2208E-09,3.1478E-09,8.1627E-09,1.3798E-09,1.8618E-09,1.5649E-09,3.7293E-09,1.0047E-09,1.8038E-09,9.9098E-10,9.3787E-10,5.6062E-10,2.4881E-10,3.3638E-10,8.163E-11,1.5604E-10,6.7896E-11,5.8442E-11,1.3227E-11,5.3037E-06,2.9105E-06,1.0958E-07,6.3674E-08,5.2695E-08,6.5618E-08,3.4023E-08,1.6802E-08,1.5855E-08,9.5949E-09,2.4651E-09,3.2415E-09,1.0055E-09,1.4944E-09,1.0325E-09,1.4666E-09,1.1051E-09,5.6891E-10,7.7578E-10,3.6969E-10,6.4132E-10,3.0627E-10,3.5304E-10,2.8119E-10,2.9266E-10,2.4276E-10,1.6332E-10,1.1841E-10,7.5774E-11,2.6846E-06,0.000001821,9.4079E-07,5.8703E-08
80,1,300,21.6,21,0.0009817,0.0046775,0.029552,0.015389,0.010565,0.0017229,0.015218,1.3469E-06,3.8304E-06,0,0,7.9958E-09,0,1.232E-08,1.3392E-10,4.7987E-07,3.5434E-08,2.9289E-09,2.502E-15,9.5573E-16,0,0.0021735,0.00015683,2.8563E-07,0.000061964,0.000036765,2.8741E-09,6.6793E-06,5.2385E-08,5.2616E-09,3.6915E-10,2.8078E-12,0.000019342,0.000016258,8.7058E-10,2.1018E-10,0.00000144,6.6157E-07,4.1275E-07,0.000000324,1.9968E-07,9.4593E-08,6.7232E-08,5.4924E-08,1.8932E-08,2.9645E-08,1.5133E-08,2.3633E-08,1.8098E-08,1.9624E-08,7.6865E-09,6.1071E-09,9.7891E-09,9.4411E-09,4.0871E-09,3.0536E-09,2.9241E-09,6.7976E-09,1.3409E-09,1.7217E-09,1.3807E-09,3.09E-09,9.7189E-10,1.4364E-09,9.5294E-10,8.8517E-10,5.2911E-10,2.3059E-10,3.1611E-10,7.7804E-11,1.4439E-10,6.2656E-11,5.4937E-11,1.2372E-11,5.1592E-06,2.7975E-06,9.6614E-08,5.9865E-08,4.942E-08,5.7167E-08,3.1798E-08,1.4648E-08,1.3971E-08,8.8858E-09,2.4068E-09,2.4611E-09,9.3563E-10,1.1336E-09,9.0925E-10,1.1095E-09,8.3527E-10,5.4902E-10,7.1882E-10,3.5779E-10,4.8292E-10,2.8904E-10,3.047E-10,2.1311E-10,2.4195E-10,1.8565E-10,1.3782E-10,9.6895E-11,7.3582E-11,0.000002575,1.7678E-06,8.9847E-07,4.7639E-08
80,1,300,21.6,22,0.0009817,0.00019393,0.0011688,0.0013817,0.00085551,0.00012634,0.0013139,1.4971E-08,4.6293E-08,0,0,4.5949E-10,0,8.2603E-10,2.4979E-11,2.957E-07,2.4732E-08,1.6316E-09,2.0259E-15,6.7025E-16,0,0.0012611,0.00012204,2.3768E-07,0.000047827,0.00002854,2.2418E-09,5.0773E-06,3.4335E-08,3.8836E-09,2.4516E-10,1.4694E-12,0.000014572,0.000011187,7.124E-10,1.7522E-10,8.7424E-07,4.0424E-07,2.4894E-07,1.9107E-07,1.1937E-07,5.5783E-08,2.311E-08,1.8805E-08,7.0876E-09,1.7762E-08,7.3091E-09,5.251E-09,3.8236E-09,6.5347E-09,3.3413E-09,3.0322E-09,2.0787E-09,5.7193E-09,2.6512E-09,2.1675E-09,1.8503E-09,2.3274E-09,1.0991E-09,1.0633E-09,6.5644E-10,1.029E-09,7.74E-10,3.8605E-10,7.3346E-10,6.1248E-10,3.6611E-10,1.4418E-10,2.1242E-10,5.6926E-11,8.8975E-11,3.8039E-11,3.6977E-11,8.0986E-12,4.1977E-06,2.1239E-06,4.5103E-08,4.0124E-08,3.2661E-08,2.4962E-08,2.0604E-08,6.4177E-09,6.5011E-09,5.469E-09,2.0049E-09,4.9436E-10,5.9136E-10,2.2651E-10,4.2173E-10,2.1821E-10,1.6342E-10,4.2726E-10,4.4362E-10,2.8314E-10,9.247E-11,1.9794E-10,1.262E-10,4.2367E-11,7.8756E-11,3.8888E-11,5.0298E-11,2.9789E-11,5.938E-11,1.9105E-06,1.4061E-06,6.503E-07,1.3871E-08
80,1,300,21.6,23,0.0009817,7.2889E-08,5.1398E-14,3.1894E-07,1.4861E-11,1.116E-12,4.0878E-11,0,1E-22,0,0,4.471E-19,0,2.8777E-18,3.071E-16,1.6962E-08,3.0156E-09,4.9237E-11,5.9495E-16,8.4726E-17,0,0.000047256,0.000027285,7.817E-08,0.000010579,6.5495E-06,5.2571E-10,1.0225E-06,2.8252E-09,6.5514E-10,2.2091E-11,2.9777E-14,2.7888E-06,1.2534E-06,2.2043E-10,6.0257E-11,4.5692E-08,2.1994E-08,1.2488E-08,8.3229E-09,5.664E-09,2.4299E-09,2.6831E-11,2.1231E-11,1.4994E-11,8.5468E-10,8.7589E-11,2.4946E-13,1.2411E-13,6.0543E-12,1.9764E-11,4.3594E-11,7.0135E-14,2.9489E-10,2.0856E-10,2.9381E-10,1.2498E-10,2.6276E-12,3.4554E-10,6.1771E-11,7.0861E-12,9.5331E-13,2.0592E-10,7.5643E-14,1.6012E-10,7.1271E-11,4.2603E-11,9.0435E-12,2.0727E-11,9.278E-12,5.1026E-12,1.9881E-12,3.6451E-12,6.7375E-13,1.2619E-06,4.2777E-07,4.2855E-10,3.8366E-09,2.8695E-09,1.5122E-10,1.6032E-09,3.9796E-11,6.0449E-11,3.0969E-10,6.8896E-10,1.0807E-14,3.9479E-11,4.7569E-15,3.8372E-12,4.0621E-15,2.9219E-15,9.9126E-11,2.5573E-11,7.2393E-11,1.4022E-15,2.1557E-11,5.3332E-13,8.5479E-16,6.1429E-14,1.1675E-15,8.828E-14,1.5403E-14,1.6999E-11,3.3524E-07,3.7015E-07,9.8757E-08,4.8315E-12
80,1,300,21.5,20,0.001556,0.0072971,0.070724,0.020776,0.0030753,0.000011575,0.0046242,0.000017996,0.000050533,0,0,8.7888E-08,0,1.3206E-07,1.3281E-08,1.4515E-06,2.4462E-07,2.1128E-08,3.696E-14,1.4722E-14,0,0.0017216,0.00011821,2.128E-07,0.00022645,0.00013516,1.0557E-08,0.000028032,9.707E-08,1.6401E-08,1.1787E-09,2.2925E-11,0.000047914,0.000041091,2.135E-09,1.1227E-09,2.6513E-06,1.2142E-06,7.5931E-07,6.0019E-07,3.6906E-07,1.7526E-07,1.3709E-07,1.1208E-07,4.0579E-08,5.4759E-08,3.0989E-08,5.5188E-08,4.2698E-08,4.028E-08,1.6041E-08,1.2444E-08,2.3074E-08,1.7409E-08,7.793E-09,5.7278E-09,5.5967E-09,1.3871E-08,2.4998E-09,3.3472E-09,2.8354E-09,6.3439E-09,1.7846E-09,3.2687E-09,1.7623E-09,1.6671E-09,9.9676E-10,4.4731E-10,5.6816E-10,1.4494E-10,2.6514E-10,1.1546E-10,9.8709E-11,2.2227E-11,0.000013934,7.7139E-06,0.000000342,1.9873E-07,1.6447E-07,2.0489E-07,1.0624E-07,5.2607E-08,4.9642E-08,3.0042E-08,7.5344E-09,1.0541E-08,3.1399E-09,4.9127E-09,3.2239E-09,4.7693E-09,3.6332E-09,1.7556E-09,2.3297E-09,1.1384E-09,2.1018E-09,9.559E-10,1.1053E-09,9.7188E-10,9.5172E-10,8.3906E-10,5.3112E-10,3.8835E-10,2.3383E-10,0.00001137,7.7366E-06,0.000004011,2.9868E-07
80,1,300,21.5,21,0.001556,0.007148,0.056938,0.02348,0.012932,0.0025845,0.018962,8.6575E-06,0.000024621,0,0,5.582E-08,0,8.6011E-08,1.021E-08,1.4777E-06,2.3827E-07,1.9769E-08,3.5835E-14,1.3924E-14,0,0.0031141,0.00022551,4.1076E-07,0.00023794,0.00014217,1.1113E-08,0.000029684,1.1322E-07,1.7235E-08,1.2158E-09,2.1417E-11,0.000051458,0.000043422,2.3257E-09,1.1431E-09,3.1857E-06,1.4593E-06,9.1042E-07,7.1702E-07,4.4196E-07,2.0936E-07,1.4858E-07,1.2138E-07,4.534E-08,6.5606E-08,3.626E-08,5.6011E-08,4.2885E-08,4.3383E-08,1.8413E-08,1.4634E-08,2.3196E-08,2.0897E-08,9.5793E-09,7.1412E-09,6.8451E-09,1.5022E-08,3.2157E-09,4.0873E-09,3.3081E-09,6.8321E-09,2.273E-09,3.4385E-09,2.2289E-09,2.0714E-09,1.2388E-09,5.4743E-10,6.9418E-10,1.8208E-10,3.1943E-10,1.3866E-10,1.2064E-10,2.734E-11,0.000013822,7.5614E-06,3.0778E-07,1.9076E-07,1.5748E-07,1.8218E-07,1.0137E-07,4.6799E-08,4.4639E-08,2.8398E-08,7.51E-09,8.167E-09,2.9826E-09,3.8035E-09,2.8977E-09,3.6816E-09,2.8026E-09,1.7296E-09,2.2033E-09,1.1249E-09,1.6152E-09,9.2107E-10,9.7346E-10,7.5201E-10,8.0305E-10,6.5515E-10,4.5746E-10,3.244E-10,2.3181E-10,0.000011227,7.7319E-06,3.9434E-06,2.4971E-07
80,1,300,21.5,22,0.001556,0.00029856,0.0022393,0.0021139,0.0010461,0.00019766,0.0017465,9.5687E-08,2.9592E-07,0,0,3.197E-09,0,5.7482E-09,1.9006E-09,9.098E-07,1.6609E-07,1.0997E-08,2.9006E-14,9.7614E-15,0,0.0018205,0.00017686,3.4452E-07,0.00018349,0.00011026,8.661E-09,0.000022538,7.4158E-08,1.2706E-08,8.0662E-10,1.1197E-11,0.000038724,0.000029844,1.9011E-09,9.5191E-10,1.9304E-06,8.9003E-07,5.4809E-07,4.2203E-07,2.6371E-07,1.2323E-07,5.0942E-08,4.1452E-08,1.6928E-08,3.9233E-08,1.747E-08,1.24E-08,9.0267E-09,1.4409E-08,7.9838E-09,7.2481E-09,4.9075E-09,1.2636E-08,6.2012E-09,5.0593E-09,4.3226E-09,5.1302E-09,2.631E-09,2.5188E-09,1.5689E-09,2.2691E-09,1.8069E-09,9.2104E-10,1.7124E-09,1.4305E-09,8.5549E-10,3.4156E-10,4.6565E-10,1.3296E-10,1.9647E-10,8.4027E-11,8.1062E-11,1.7863E-11,0.000011237,5.7355E-06,1.4343E-07,1.2765E-07,1.039E-07,7.9406E-08,6.5575E-08,2.0468E-08,2.0735E-08,1.745E-08,6.2468E-09,1.6361E-09,1.882E-09,7.5794E-10,1.3417E-09,7.2217E-10,5.4683E-10,1.344E-09,1.3577E-09,8.8883E-10,3.0844E-10,6.2974E-10,4.0245E-10,1.4907E-10,2.6084E-10,1.3684E-10,1.6662E-10,9.9504E-11,1.8679E-10,8.3196E-06,6.1427E-06,2.8508E-06,7.254E-08
80,1,300,21.5,23,0.001556,1.1411E-07,9.6341E-14,5.0936E-07,1.7961E-11,1.7056E-12,5.5104E-11,1E-22,5E-22,0,0,3.065E-18,0,1.9777E-17,2.331E-14,5.2178E-08,2.0249E-08,3.3175E-10,8.5173E-15,1.2339E-15,0,0.000068173,0.000039527,1.1326E-07,0.000040574,0.000025285,2.0309E-09,4.5387E-06,6.1005E-09,2.1431E-09,7.2659E-11,2.2685E-13,7.4096E-06,3.3423E-06,5.8803E-10,3.2727E-10,1.0085E-07,4.8406E-08,2.7484E-08,1.8376E-08,1.2508E-08,5.3657E-09,5.9092E-11,4.6757E-11,3.5785E-11,1.8872E-09,2.0925E-10,5.8784E-13,2.9231E-13,1.3337E-11,4.7197E-11,1.0415E-10,1.652E-13,6.5124E-10,4.8765E-10,6.856E-10,2.9187E-10,5.7868E-12,8.2678E-10,1.4627E-10,1.6927E-11,2.1003E-12,4.8059E-10,1.8021E-13,3.7372E-10,1.664E-10,9.9517E-11,2.1416E-11,4.5421E-11,2.1653E-11,1.1263E-11,4.39E-12,7.988E-12,1.4856E-12,3.3775E-06,0.000001155,1.3624E-09,1.2204E-08,9.1266E-09,4.8091E-10,5.1015E-09,1.2688E-10,1.9275E-10,9.8792E-10,2.1461E-09,3.5689E-14,1.2562E-10,1.5883E-14,1.2204E-11,1.3413E-14,9.7547E-15,3.1176E-10,7.8251E-11,2.2722E-10,4.6658E-15,6.8571E-11,1.7002E-12,3.0011E-15,2.0333E-13,4.1004E-15,2.923E-13,5.1414E-14,5.3462E-11,1.4596E-06,1.6167E-06,4.3281E-07,2.5246E-11
80,1,300,21.4,20,0.002466,0.0070395,0.073279,0.019988,0.0010374,1.4451E-06,0.0022471,0.000099296,0.00027882,0,0,5.3884E-07,0,8.0969E-07,1.7451E-07,3.1269E-06,1.2008E-06,1.0425E-07,1.2626E-13,5.1477E-14,0,0.0011674,0.000080632,1.4516E-07,0.00065341,0.00039422,3.0791E-08,0.000093207,1.3225E-07,4.0145E-08,2.904E-09,1.1605E-10,0.000079034,0.000068276,3.5474E-09,4.762E-09,2.9959E-06,1.3653E-06,8.5378E-07,6.7926E-07,4.1789E-07,1.9845E-07,1.5491E-07,1.2664E-07,5.2612E-08,6.1973E-08,4.0178E-08,7.0371E-08,5.4532E-08,4.5588E-08,2.0797E-08,1.6134E-08,2.9469E-08,1.9712E-08,9.7344E-09,7.1279E-09,6.9875E-09,1.5674E-08,3.2411E-09,4.268E-09,3.6761E-09,7.1834E-09,2.2176E-09,4.2379E-09,2.1931E-09,2.0782E-09,1.2445E-09,5.7037E-10,6.334E-10,1.8045E-10,2.9959E-10,1.3067E-10,1.1004E-10,2.478E-11,0.000027483,0.000015398,8.3371E-07,4.8447E-07,4.0093E-07,4.9981E-07,2.5917E-07,1.2866E-07,1.2141E-07,7.3474E-08,1.79E-08,2.6997E-08,7.6597E-09,1.2766E-08,7.8646E-09,1.2215E-08,9.4412E-09,4.2205E-09,5.4113E-09,2.73E-09,5.4389E-09,2.3303E-09,2.7032E-09,2.6792E-09,2.4375E-09,2.313E-09,1.3603E-09,1.0059E-09,5.6214E-10,0.000037158,0.000025386,0.000013222,1.2316E-06
80,1,300,21.4,21,0.002466,0.010749,0.1019,0.035242,0.015658,0.0036144,0.021998,0.000048332,0.00013745,0,0,3.5268E-07,0,5.4345E-07,1.4626E-07,3.9976E-06,1.3279E-06,1.1062E-07,4.8916E-14,1.9473E-14,0,0.0041889,0.00030448,5.5468E-07,0.00080917,0.00048749,3.8107E-08,0.00012112,2.2693E-07,5.0759E-08,3.5984E-09,1.3111E-10,0.00011839,0.00010034,5.3757E-09,5.6067E-09,6.3196E-06,2.8857E-06,1.8003E-06,0.000001423,8.7729E-07,4.1558E-07,2.9438E-07,2.4048E-07,9.7468E-08,1.302E-07,7.799E-08,1.1912E-07,9.1181E-08,8.5988E-08,3.9596E-08,3.1477E-08,4.9319E-08,4.1482E-08,2.0169E-08,1.4987E-08,1.4403E-08,2.9763E-08,6.9246E-09,8.7089E-09,7.1151E-09,1.3544E-08,4.771E-09,7.388E-09,4.6785E-09,4.3549E-09,2.6072E-09,1.1665E-09,1.3664E-09,3.8287E-10,6.3368E-10,2.752E-10,2.3747E-10,5.4295E-11,0.000029874,0.000016514,8.0214E-07,4.9738E-07,4.1059E-07,4.7502E-07,2.6442E-07,1.2227E-07,1.1663E-07,7.4223E-08,1.9135E-08,2.2236E-08,7.78E-09,1.0495E-08,7.5561E-09,1.0024E-08,7.733E-09,4.453E-09,5.5002E-09,2.8903E-09,4.4397E-09,2.4016E-09,2.5431E-09,2.1897E-09,2.1871E-09,1.9077E-09,1.246E-09,8.9282E-10,5.9685E-10,0.000039843,0.000027538,0.0000141,1.0888E-06
80,1,300,21.4,22,0.002466,0.0004524,0.003981,0.0031805,0.001281,0.00031378,0.0023218,5.3264E-07,1.6474E-06,0,0,2.0167E-08,0,3.6266E-08,2.7171E-08,2.4602E-06,9.2533E-07,6.1505E-08,3.9588E-14,1.365E-14,0,0.0024759,0.00024155,4.7069E-07,0.00062362,0.00037785,2.9681E-08,0.000091909,1.4852E-07,3.7393E-08,2.3858E-09,6.8487E-11,0.000089027,0.000068904,4.3915E-09,4.6698E-09,3.8274E-06,0.000001759,1.0832E-06,8.3703E-07,5.2315E-07,2.4446E-07,1.0075E-07,8.1982E-08,3.6346E-08,7.7818E-08,3.755E-08,2.6302E-08,1.914E-08,2.8507E-08,1.7153E-08,1.5581E-08,1.0406E-08,2.5069E-08,1.3054E-08,1.0617E-08,9.0932E-09,1.0146E-08,5.6673E-09,5.3656E-09,3.372E-09,4.4902E-09,3.7934E-09,1.9748E-09,3.5948E-09,3.0072E-09,1.8003E-09,7.2763E-10,9.1625E-10,2.7959E-10,3.8957E-10,1.6667E-10,1.595E-10,3.5461E-11,0.00002428,0.000012522,3.7379E-07,3.3288E-07,2.7095E-07,2.0702E-07,1.7108E-07,5.3471E-08,5.4175E-08,4.5613E-08,1.592E-08,4.4508E-09,4.9098E-09,2.0897E-09,3.4983E-09,1.9645E-09,1.5076E-09,3.4609E-09,3.3893E-09,2.2843E-09,8.4708E-10,1.6423E-09,1.0513E-09,4.3379E-10,7.1022E-10,3.9823E-10,4.5377E-10,2.7378E-10,4.8104E-10,0.000029513,0.00002187,0.000010189,3.1614E-07
80,1,300,21.4,23,0.002466,1.7549E-07,1.6682E-13,7.8895E-07,2.1654E-11,2.6591E-12,7.802E-11,4E-22,2.4E-21,0,0,1.8998E-17,0,1.2295E-16,3.3217E-13,1.4106E-07,1.1279E-07,1.8547E-09,1.1623E-14,1.7254E-15,0,0.000092615,0.00005396,1.5467E-07,0.00013783,0.000086572,6.9586E-09,0.000018504,1.2214E-08,6.306E-09,2.1482E-10,1.387E-12,0.000017029,7.7121E-06,1.3578E-09,1.605E-09,1.9984E-07,9.5614E-08,5.4285E-08,3.6424E-08,2.4799E-08,1.0638E-08,1.1672E-10,9.2355E-11,7.6747E-11,3.7409E-09,4.4939E-10,1.2434E-12,6.1789E-13,2.635E-11,1.0131E-10,2.2372E-10,3.4921E-13,1.2913E-09,1.0259E-09,1.4381E-09,6.1365E-10,1.143E-11,1.7799E-09,3.1141E-10,3.6351E-11,4.1505E-12,1.0085E-09,3.8562E-13,7.8423E-10,3.4965E-10,2.0932E-10,4.5597E-11,8.9328E-11,4.5488E-11,2.232E-11,8.7028E-12,1.571E-11,2.9475E-12,7.2966E-06,2.5212E-06,3.5495E-09,3.1819E-08,2.3792E-08,1.2533E-09,1.3307E-08,3.3135E-10,5.0344E-10,2.5819E-09,5.4675E-09,9.6834E-14,3.2767E-10,4.3676E-14,3.1812E-11,3.6388E-14,2.682E-14,8.0275E-10,1.953E-10,5.8387E-10,1.2777E-14,1.7879E-10,4.4394E-12,8.71E-15,5.5322E-13,1.1905E-14,7.9563E-13,1.4133E-13,1.3766E-10,5.1769E-06,5.7551E-06,1.5464E-06,1.0992E-10
80,1,300,21.3,20,0.003908,0.0066758,0.060921,0.018885,0.00041444,2.8123E-07,0.0010677,0.00042944,0.0012058,0,0,2.6842E-06,0,4.0333E-06,1.6137E-06,5.4022E-06,4.2706E-06,3.7282E-07,6.4389E-11,2.6243E-11,3.2063E-15,0.00066833,0.000046539,8.3782E-08,0.0015236,0.00093048,7.2677E-08,0.0002541,1.5173E-07,8.3453E-08,6.0771E-09,5.0434E-10,0.000097855,0.000085303,4.4321E-09,1.6941E-08,2.4428E-06,1.1052E-06,6.9115E-07,5.549E-07,3.4162E-07,1.6223E-07,1.2632E-07,1.0327E-07,5.0927E-08,5.0627E-08,3.889E-08,6.6719E-08,5.1777E-08,3.7245E-08,2.013E-08,1.5617E-08,2.798E-08,1.6114E-08,9.0119E-09,6.5508E-09,6.4735E-09,1.2781E-08,3.137E-09,4.046E-09,3.5582E-09,5.8728E-09,2.0373E-09,4.1024E-09,2.0155E-09,1.919E-09,1.1529E-09,5.407E-10,5.0711E-10,1.6667E-10,2.4428E-10,1.0675E-10,8.8104E-11,1.9889E-11,0.000039723,0.000022579,1.5138E-06,8.7968E-07,0.000000728,9.1026E-07,4.7201E-07,2.3429E-07,2.2109E-07,1.338E-07,3.1596E-08,5.1632E-08,1.395E-08,2.4837E-08,1.4323E-08,2.3361E-08,1.8368E-08,7.5526E-09,9.3078E-09,4.8692E-09,1.0528E-08,4.2313E-09,4.9227E-09,5.5382E-09,4.6615E-09,4.7813E-09,2.6014E-09,1.9488E-09,1.0059E-09,0.000094413,0.000064776,0.000033898,0.000003964
80,1,300,21.3,21,0.003908,0.015824,0.17264,0.051701,0.018554,0.0044062,0.023482,0.00022476,0.00063917,0,0,1.8845E-06,0,2.9039E-06,1.6837E-06,9.5297E-06,6.1004E-06,5.1027E-07,7.7716E-11,3.0815E-11,7.6861E-15,0.0052674,0.00038434,7.0025E-07,0.0023444,0.0014253,1.1141E-07,0.00043645,0.000000417,1.3384E-07,9.5333E-09,7.2221E-10,0.00023768,0.00020234,1.0844E-08,2.47E-08,0.000011621,5.2879E-06,3.2988E-06,2.6176E-06,1.6142E-06,7.6463E-07,5.4071E-07,4.4171E-07,1.9451E-07,2.3952E-07,1.5571E-07,2.3518E-07,1.7995E-07,0.000000158,7.9039E-08,6.285E-08,9.7332E-08,7.6329E-08,3.9417E-08,2.9171E-08,2.8143E-08,5.4668E-08,1.3842E-08,1.722E-08,1.4205E-08,2.4893E-08,9.2923E-09,1.4739E-08,9.1081E-09,8.4986E-09,5.0952E-09,2.3066E-09,2.4922E-09,7.4777E-10,1.1653E-09,5.0628E-10,4.3311E-10,1.0004E-10,0.000054563,0.000030502,1.7617E-06,0.000001093,9.0226E-07,1.0454E-06,5.823E-07,2.689E-07,2.5653E-07,1.6333E-07,4.1077E-08,5.0925E-08,1.7132E-08,2.4394E-08,1.6631E-08,2.2956E-08,1.7974E-08,9.6647E-09,1.1556E-08,6.2587E-09,1.0275E-08,5.2776E-09,5.5926E-09,5.3598E-09,5.0114E-09,4.6699E-09,2.8553E-09,2.0693E-09,1.2955E-09,0.00011571,0.000080271,0.000041265,3.8916E-06
